loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
3616207803,05/26/2020,AFORGE LLC,85 S BRAGG ST SUITE 200M,ALEXANDRIA,VA,22039,07/09/2022,Paid in Full,68044,68044,"Wells Fargo Bank, National Association",11,541690,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",17260.5,07/26/2022
4887797104,04/13/2020,E C JEEP INC,7001 THREE CHOPT RD,RICHMOND,VA,23226-3606,07/22/2021,Paid in Full,78000,68035.52,Truist Bank,11,812320,Corporation,Truist Bank,68685.11,04/15/2021
4415558503,02/25/2021,E C JEEP INC,7001 Three Chopt Rd,Richmond,VA,23226-3606,10/19/2021,Paid in Full,68035,68035,Truist Bank,11,812310,Corporation,Truist Bank,68407.3,09/15/2021
9468197208,04/28/2020,D SCOTT HERNDON INC.,681 CLIFTON RD,BERRYVILLE,VA,22611-2868,09/23/2021,Paid in Full,82230,68028,Bank of Charles Town,2,484122,Corporation,Bank of Charles Town,68923.7,08/24/2021
5508048300,01/25/2021,ST JOHNS CHURCH FOUNDATION,2319 E Broad St,Richmond,VA,23223-7126,05/24/2022,Paid in Full,68025,68025,First Bank,42,712120,Non-Profit Organization,First Bank,68831.85,03/31/2022
8327138504,03/09/2021,SAIRAM HOSPITALITY LLC,2331 Tyler Rd,Christiansburg,VA,24073-6325,12/22/2021,Paid in Full,68022,68022,Carter Bank & Trust,12,721110,Limited  Liability Company(LLC),Carter Bank & Trust,68467.92,11/02/2021
3112068507,02/23/2021,RONIT INC,2308 Chamberlayne Ave,Richmond,VA,23222-4204,09/15/2021,Paid in Full,68021,68021,Wallis Bank,29,447110,Corporation,Wallis Bank,68355.44,08/23/2021
8597228507,03/10/2021,"COMPLETE FACILITIES SUPPLY, INC",8801 Virginia Meadows Dr,Manassas,VA,20109-7827,03/27/2021,Paid in Full,68012.6,68012.6,United Bank,6,423840,Corporation,United Bank,68790.97,05/03/2022
5240367707,05/01/2020,DOUG JENNINGS AUTOMOTIVE INC,106 OAKGROVE RD STE F,STERLING,VA,20166-9409,04/16/2021,Paid in Full,68007,68007,"Bank of America, National Association",4,811111,Corporation,"Bank of America, National Association",68564.1,02/25/2021
6824738509,03/04/2021,AMERICAN ELECTRIC SERVICE CO.INC,10890 Main St,Fairfax,VA,22030-4716,09/15/2022,Paid in Full,68005,68005,The Freedom Bank of Virginia,7,238210,Corporation,The Freedom Bank of Virginia,68966.52,08/02/2022
5474298404,02/08/2021,BRUCE AND TANYA AND ASSOCIATES INC.,6399 Lake Meadow Dr,Burke,VA,22015-3924,10/16/2021,Paid in Full,68003,68003,"Bank of America, National Association",8,531210,Corporation,"Bank of America, National Association",68396.11,09/10/2021
1537787108,04/10/2020,BCAR INC,2903 Shore Drive,VIRGINIA BEACH,VA,23451-1207,02/20/2021,Paid in Full,68000,68000,TowneBank,9,447110,Corporation,TowneBank,68438.22,12/09/2020
1581647207,04/15/2020,F. V. CEMETERY CO. INC.,3300 Melrose Avenue,ROANOKE,VA,24017-5900,04/20/2021,Paid in Full,68000,68000,Truist Bank,8,812220,Non-Profit Organization,Truist Bank,68629,03/23/2021
1791657208,04/15/2020,J P TUCKER EXCAVATING INC,32330 CHILDRESS RD,LOCUST GROVE,VA,22508-9603,12/04/2020,Paid in Full,68000,68000,LINKBANK,7,238910,Corporation,LINKBANK,68370.22,11/05/2020
1872107209,04/15/2020,JOHN STEWART  WALKER INC,3211 Old Forest  Rd,LYNCHBURG,VA,24501,07/21/2021,Paid in Full,68000,68000,Bank of the James,6,531210,Corporation,Bank of the James,68795.22,06/17/2021
2883537100,04/11/2020,SUN NORFOLK LLC,5701 Chambers St,NORFOLK,VA,23502-4632,02/23/2021,Paid in Full,68000,68000,TowneBank,19,721110,Limited  Liability Company(LLC),TowneBank,68528.89,01/26/2021
2888387200,04/16/2020,"W. TYLER MISTR, DDS, PLC",1817 PLAZA DR,WINCHESTER,VA,22601-6365,06/10/2021,Paid in Full,68000,68000,"PNC Bank, National Association",6,621210,Corporation,"PNC Bank, National Association",68734.78,05/18/2021
3448398810,04/14/2021,REFORMATION LUTHERAN CHURCH AND CHILD CARE,13100 Warwick Blvd,Newport News,VA,23602-8342,11/19/2021,Paid in Full,68000,68000,Truist Bank,13,813110,Non-Profit Organization,Truist Bank,68358.89,10/25/2021
3717268304,01/22/2021,TRIDENT INC.,1525 Wilson Blvd,Arlington,VA,22209-2411,10/26/2021,Paid in Full,68000,68000,MainStreet Bank,6,541511,Subchapter S Corporation,MainStreet Bank,68400.55,09/15/2021
3910727110,04/12/2020,"JMJ COMPANIES, INC.",14719 Wards Road,LYNCHBURG,VA,24502-4857,12/17/2020,Paid in Full,68000,68000,First National Bank,10,444220,Subchapter S Corporation,First National Bank,68385.33,02/12/2021
3989527100,04/12/2020,"BELLA TERRA, LLC",2100 Paynes Mill Road,TROY,VA,22974-3621,04/20/2021,Paid in Full,68000,68000,Truist Bank,10,541320,Corporation,Truist Bank,68647.89,03/29/2021
4221368300,01/23/2021,VIRGINIA ARTESIAN BOTTLING CO,4300 Spring Run Rd,Mechanicsville,VA,23116-6639,03/24/2022,Paid in Full,68000,68000,Primis Bank,7,312112,Corporation,Primis Bank,68661.37,01/19/2022
4232617106,04/13/2020,"SKYLINE INSURANCE AGENCY, INC.",310 N COMMERCE AVE,FRONT ROYAL,VA,22630-4421,02/20/2021,Paid in Full,68000,68000,United Bank,8,524210,Subchapter S Corporation,United Bank,68511.89,01/25/2021
4265097210,04/27/2020,BREADCRAFTS INC,2501 CENTERVILLE RD 8,Herndon,VA,20171,02/16/2022,Paid in Full,68000,68000,"Fulton Bank, National Association",5,722513,Corporation,"Fulton Bank, National Association",68550.74,01/07/2022
4435927105,04/13/2020,"JAMES F MULLEN GRADING,CLEARING &AMP; HAULING, INC",P.O.BOX 1291,Dahlgren,VA,22448,06/11/2021,Paid in Full,68032,68000,Atlantic Union Bank,8,238910,Subchapter S Corporation,Atlantic Union Bank,68712.11,05/13/2021
4461478308,01/23/2021,DOCTOR HUGH C DOWDY III DDS PLLC,700 S Sycamore St Ste 17,Petersburg,VA,23803-5804,08/16/2022,Paid in Full,68000,68000,Loan Source Incorporated,9,621210,Corporation,"Blue Ridge Bank, National Association",69024.66,07/28/2022
4474187002,04/03/2020,"MOVING FORWARD PHYSICAL THERAPY, INC.","282 Westgate Mall Circle, Suite 104",PENNINGTON GAP,VA,24277-0030,01/21/2021,Paid in Full,68000,68000,Powell Valley National Bank,9,621340,Corporation,Powell Valley National Bank,68424.77,11/27/2020
4663788403,02/06/2021,SADLER BUILDING CORPORATION,5131 River Club Dr Ste 200,Suffolk,VA,23435-3837,09/22/2021,Paid in Full,68000,68000,TowneBank,6,236115,Corporation,TowneBank,68362.67,08/24/2021
4716367208,04/27/2020,MENA BOTROS DDS PLLC,116 FOUNDERS WAY,STRASBURG,VA,22657-3772,05/19/2021,Paid in Full,68000,68000,"Bank of America, National Association",7,621210,Corporation,"Bank of America, National Association",68666.96,04/22/2021
5020667309,04/30/2020,GROW LANDSCAPES INC.,707 SANTMYER DR SE,LEESBURG,VA,20175,05/14/2021,Paid in Full,68000,68000,First-Citizens Bank & Trust Company,6,561730,Subchapter S Corporation,First-Citizens Bank & Trust Company,68652.05,04/20/2021
5154757002,04/05/2020,"CLEARBROOK FEED AND SUPPLY, INC.",115 HOPEWELL LANE,CLEAR BROOK,VA,22624-1654,06/23/2021,Paid in Full,68000,68000,Bank of Charles Town,9,115210,Corporation,Bank of Charles Town,68729.11,05/06/2021
5239857007,04/05/2020,"RVA TACO, LLC","7801 West Broad Street, STE 11",HENRICO,VA,23294-6304,05/12/2021,Paid in Full,68000,68000,Atlantic Union Bank,25,722513,Limited  Liability Company(LLC),Atlantic Union Bank,68670.56,04/01/2021
5257618506,02/27/2021,STEVEN E AMBURGEY DDS PLLC,26114 Lee Hwy,Abingdon,VA,24211-7502,01/20/2022,Paid in Full,68000,68000,Truist Bank,8,621210,Limited  Liability Company(LLC),Truist Bank,68536.44,12/14/2021
5259327009,04/05/2020,"KAREN PARVIN, DMD, PC","1464 Mt Pleasant Rd, STE 26",CHESAPEAKE,VA,23322-3934,02/18/2022,Paid in Full,68000,68000,Loan Source Incorporated,5,621210,Corporation,Five Star Bank,68646.47,03/24/2021
5702678305,01/25/2021,WEISMAN EYE CLINIC LLC,1225 Maple Ave SW,Roanoke,VA,24016-4707,11/13/2021,Paid in Full,68000,68000,First-Citizens Bank & Trust Company,6,621320,Limited  Liability Company(LLC),First-Citizens Bank & Trust Company,68493.7,10/20/2021
6338537310,04/30/2020,VIRGINIA DESIGN CENTER,4801 Woolridge Road,Moseley,VA,23120-1212,12/16/2020,Paid in Full,68000,68000,Peoples Bank,10,812990,Corporation,Peoples Bank,68345.67,11/12/2020
6623997100,04/14/2020,"MOUNTAIN FEVER MUSIC GROUP, INC.",1177 Alum Ridge Rd,Willis,VA,24380,05/12/2021,Paid in Full,72500,68000,Atlantic Union Bank,2,512250,Subchapter S Corporation,Atlantic Union Bank,68634.67,04/02/2021
6867147709,05/01/2020,JASON K HONG DMD PC,12359 SNRS VLY DR,RESTON,VA,20191-3494,08/11/2021,Paid in Full,68000,68000,"PNC Bank, National Association",8,621210,Corporation,"PNC Bank, National Association",68808.44,07/12/2021
7052557010,04/07/2020,MALINIAK & NABONG WEALTH ADVISORY SERVICES,4317 Bonney Road,VIRGINIA BEACH,VA,23452-1235,08/17/2021,Paid in Full,68000,68000,TowneBank,5,523920,Corporation,TowneBank,68411.61,02/16/2021
7078938305,01/27/2021,BCAR INC.,2903 Shore Dr,Virginia Beach,VA,23451-1207,01/13/2022,Paid in Full,68000,68000,TowneBank,10,447190,Corporation,TowneBank,68593.11,12/21/2021
7115467201,04/28/2020,VIRGINIA ARTESIAN BOTTLING COMPANY,4300 Spring Run Road,Mechanicsville,VA,23116,04/10/2021,Paid in Full,68000,68000,Primis Bank,7,312112,Corporation,Primis Bank,68614.79,03/25/2021
7290767205,04/28/2020,RICK'S CONCRETE INC,"1500 FILLY CT,",VIRGINIA BCH,VA,23453,05/19/2021,Paid in Full,68000,68000,Navy FCU,10,238110,Corporation,Navy FCU,68591.22,03/09/2021
7622837101,04/14/2020,FREDERICKSBURG UMPIRES ASSOCIATION,11400 LORDS LN,FREDERICKSBURG,VA,22408-1976,12/10/2021,Charged Off,90000,68000,Atlantic Union Bank,45,711219,Non-Profit Organization,Atlantic Union Bank,,
8590958402,02/13/2021,DIGNITY HOME CARE,10 Westwood Dr Fredericksburg Va 22405,Fredericksburg,VA,22405-3055,03/24/2022,Paid in Full,68000,68000,Primis Bank,62,621610,Limited  Liability Company(LLC),Primis Bank,68588.71,01/03/2022
9141637109,04/15/2020,"DATA INTEGRA, INC.",21351 GENTRY DR Suite 150,STERLING,VA,20166-8512,04/10/2021,Paid in Full,68000,68000,United Bank,5,541690,Corporation,United Bank,68596.89,03/10/2021
9376727204,04/28/2020,WEISMAN EYE CLINIC LLC,1225 MAPLE AVE SW,ROANOKE,VA,24016-4707,04/17/2021,Paid in Full,68000,68000,First-Citizens Bank & Trust Company,6,621320,Limited  Liability Company(LLC),First-Citizens Bank & Trust Company,68586.85,03/16/2021
9954417001,04/09/2020,VIRGINIA TRADITIONAL BUILDERS LLC,7607 HOLLINS RD,HENRICO,VA,23229-6655,05/12/2021,Paid in Full,68000,68000,Atlantic Union Bank,6,236118,Limited  Liability Company(LLC),Atlantic Union Bank,68644.11,04/01/2021
5417357308,04/30/2020,"NOVA SOLAR, INC.",3305 Dye Dr,FALLS CHURCH,VA,22042-3733,02/24/2021,Paid in Full,66600,67989.33,Truist Bank,5,238210,Corporation,Truist Bank,68472.81,01/26/2021
9884837209,04/28/2020,SCAGLIONE INC,5288 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23462,11/11/2021,Paid in Full,67982,67982,Atlantic Union Bank,5,811111,Subchapter S Corporation,Atlantic Union Bank,68797.78,07/14/2021
7678998610,03/24/2021,JC SIDING & CONSTRUCTION,12761 Oaklake Ct,Midlothian,VA,23112,02/18/2022,Paid in Full,67979.76,67979.76,Truist Bank,8,238170,Corporation,Truist Bank,68536.82,01/26/2022
3509537105,04/11/2020,LEAD BY DESIGN LLC,59 Madison Lane South,Newport News,VA,23606-2233,04/17/2021,Paid in Full,67977.5,67977.5,"Fulton Bank, National Association",5,813910,Limited  Liability Company(LLC),"Fulton Bank, National Association",68594.96,03/16/2021
7977958304,01/29/2021,LOUDOUN THERAPEUTIC RIDING FOUNDATION INC.,41580 Sunday Morning Lane 41580 Sunday Morning Lane,Leesburg,VA,20176,11/11/2021,Paid in Full,67977,67977,Atlantic Union Bank,11,624190,Non-Profit Organization,Atlantic Union Bank,68379.2,09/07/2021
1804918406,02/02/2021,SMOKY WATER LLC,200 W Water St,Charlottesville,VA,22902-5030,09/15/2021,Paid in Full,67976,67976,Live Oak Banking Company,9,722511,Limited  Liability Company(LLC),Live Oak Banking Company,68352.2,09/01/2021
3210108401,02/04/2021,JAVA WRAPS INC,401 Libbie Ave Ste 1,Richmond,VA,23226-2661,10/16/2021,Paid in Full,67973,67973,"Bank of America, National Association",15,722513,Corporation,"Bank of America, National Association",68377.11,09/10/2021
6592257206,04/28/2020,"DENNIS, STEWART & KRISCHER PLLC",2007 15TH St North Suite 201,ARLINGTON,VA,22201-2684,07/13/2021,Paid in Full,67970,67970,Burke & Herbert Bank & Trust Company,6,541110,Partnership,Burke & Herbert Bank & Trust Company,68712.01,06/15/2021
5542857108,04/13/2020,METROPOLITAN ELITE GYMNASTICS & ATHLETICS-DC,7954 ANGLETON CT,LORTON,VA,22079-1012,02/24/2021,Paid in Full,68000,67965.21,Truist Bank,17,812990,Limited  Liability Company(LLC),Truist Bank,68454.18,01/20/2021
6817347200,04/28/2020,ARMETTA'S DAISY REID LLC,4585 DAISY REID AVE,WOODBRIDGE,VA,22192-7801,05/12/2021,Paid in Full,67965,67965,Burke & Herbert Bank & Trust Company,9,722511,Limited  Liability Company(LLC),Burke & Herbert Bank & Trust Company,68578.57,04/02/2021
4816187700,05/01/2020,GRACE COVENANT PRESBYTERIAN CHURCH OF PR,2228 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23456,06/10/2021,Paid in Full,67962,67962,"Wells Fargo Bank, National Association",5,813110,Non-Profit Organization,"Wells Fargo Bank, National Association",68619.28,05/07/2021
4786087202,04/27/2020,"GILLETTE LAW GROUP, PLLC",1315 JAMESTOWN RD STE 102,WILLIAMSBURG,VA,23185-3363,03/04/2021,Paid in Full,67958,67958,1st Advantage FCU,6,541110,Limited  Liability Company(LLC),1st Advantage FCU,68479.01,02/01/2021
7833638608,03/24/2021,VONDA J. DUNN P.C.,2929 Summerhaven Rd,Virginia Beach,VA,23451-1507,10/21/2021,Paid in Full,67956.53,67956.53,Truist Bank,6,541110,Subchapter S Corporation,Truist Bank,68269.89,09/09/2021
3571268409,02/05/2021,ALLSPICE CATERING OF VIRGINIA LLC,6017 Wilson Blvd,Arlington,VA,22205-1503,03/17/2022,Paid in Full,67952,67952,"Bank of America, National Association",2,722320,Limited  Liability Company(LLC),"Bank of America, National Association",68650.14,02/17/2022
5172918503,02/27/2021,THE CHARLESTON CENTER INC,1102 Rose Hill Dr,Charlottesville,VA,22903-5128,09/28/2021,Paid in Full,67951.8,67951.8,Truist Bank,6,621498,Corporation,Truist Bank,68274.57,08/27/2021
9840617200,04/28/2020,ASSET MANAGEMENT CONSULTANTS OF VIRGINIA INC.,12841 Fitzwater Drive,NOKESVILLE,VA,20181-2201,05/20/2021,Paid in Full,67953.57,67950,Truist Bank,9,812990,Corporation,Truist Bank,68570.99,04/01/2021
2814718305,01/21/2021,CHICANOS INC.,523 East Main Street 523 East Main Street,Richmond,VA,23219,03/11/2022,Paid in Full,67946,67946,Atlantic Union Bank,16,722511,Corporation,Atlantic Union Bank,68659.43,02/10/2022
1942687400,05/05/2020,SMILES OF WEST POINT,428 9th Street,WEST POINT,VA,23181,07/14/2021,Paid in Full,67942,67942,WebBank,6,621210,Subchapter S Corporation,WebBank,68695.02,06/09/2021
4853138506,02/26/2021,ST. MICHAEL LUTHERAN CHURCH,2208 Princess Anne Rd,Virginia Beach,VA,23456-3536,02/11/2022,Paid in Full,67942,67942,TowneBank,8,813110,Non-Profit Organization,TowneBank,68530.83,01/25/2022
2854638604,03/15/2021,SULLY CHILDCARE INVESTORS LP RLLLP,8171 Linton Hall Rd,Gainesville,VA,20155-2986,11/16/2021,Paid in Full,67934.6,67934.6,Truist Bank,10,624410,Partnership,Truist Bank,68317.68,10/08/2021
7853847101,04/14/2020,FIRST REALTY GROUP LLC,870 MILITARY HWY N,NORFOLK,VA,23502,09/28/2021,Paid in Full,67930,67930,"U.S. Bank, National Association",7,531210,Subchapter S Corporation,"U.S. Bank, National Association",68848.94,08/23/2021
4425727710,05/01/2020,MILESTONES CHILD DEVELOPMENT CENTER,700 FERNWOOD FARMS RD,CHESAPEAKE,VA,23320,04/10/2021,Paid in Full,67926,67926,"Wells Fargo Bank, National Association",20,624410,Corporation,"Wells Fargo Bank, National Association",68528.96,03/29/2021
7932498609,03/24/2021,JULIO RAMOS,9702 Kingsbridge Dr Apt 301,Fairfax,VA,22031-1676,10/23/2021,Paid in Full,67916,67916,Hope Enterprise Corporation,3,811122,Limited  Liability Company(LLC),Hope Enterprise Corporation,68251.81,10/04/2021
9731827303,05/02/2020,"KWC CONTRACTING, LLC",16229 GOODES BRIDGE RD,AMELIA CT HSE,VA,23002-4838,01/21/2021,Paid in Full,67915,67915,"Bank of America, National Association",8,236220,Limited  Liability Company(LLC),"Bank of America, National Association",68333.65,12/16/2020
2301277302,04/29/2020,"POTOMAC RESEARCH, ANALYSIS, STRATEGIES, ALLIANCES, AND MARKE",12884 Harbor Drive,Woodbridge,VA,22192,06/07/2022,Paid in Full,67906,67906,American Express National Bank,4,541613,Subchapter S Corporation,American Express National Bank,65382.98,07/28/2021
8376268602,03/24/2021,EXTENSIA TECHNOLOGIES INC.,14150 Park Meadow Drive 120,Chantilly,VA,20151-2217,11/20/2021,Paid in Full,67905,67905,Customers Bank,4,541990,Corporation,Customers Bank,68241.73,09/29/2021
1735027104,04/10/2020,"SEKIV SOLUTIONS, LLC",14207 Pond Chase Place,MIDLOTHIAN,VA,23113-3708,06/10/2021,Paid in Full,67900,67900,Village Bank,5,541330,Subchapter S Corporation,Village Bank,68641.24,05/20/2021
2128607104,04/10/2020,"WILLIAM M MIDKIFF, DDS",2149 Old Greenbrier Road,CHESAPEAKE,VA,23320,08/05/2021,Paid in Full,67900,67900,TowneBank,5,621210,Sole Proprietorship,TowneBank,68733.66,07/08/2021
2593897105,04/10/2020,ALESIA W. GRIFFIN MD PC,1413 Kempsville Rd,CHESAPEAKE,VA,23320-8134,02/20/2021,Paid in Full,67900,67900,TowneBank,6,814110,Subchapter S Corporation,TowneBank,68424.34,01/26/2021
3608007105,04/11/2020,VELOCITY WINGS SOUTH RIDING LLC,25360 Eastern Marketplace Plaza Suite 150,CHANTILLY,VA,20152-1414,01/31/2022,Paid in Full,67900,67900,Sandy Spring Bank,30,722511,Limited  Liability Company(LLC),Sandy Spring Bank,68480.41,02/25/2021
3612697203,04/27/2020,"VETERINARY SERVICES OF HANOVER, LLC",7138 Mechanicsville Turnpike Turnpike,Mechanicsville,VA,23111,04/10/2021,Paid in Full,67900,67900,Primis Bank,10,541940,Limited  Liability Company(LLC),Primis Bank,68493.43,03/15/2021
3804467307,04/29/2020,KRAFT AND ASSOCIATES WEALTH MANAGEMENT INC.,331 N ROYAL AVE,FRONT ROYAL,VA,22630-2617,02/24/2021,Paid in Full,67900,67900,First-Citizens Bank & Trust Company,4,523930,Subchapter S Corporation,First-Citizens Bank & Trust Company,68361.35,01/08/2021
3989277304,04/29/2020,THE BUNKER LLC,211 21ST ST,VIRGINIA BEACH,VA,23451-3321,09/16/2021,Paid in Full,67900,67900,"Capital Bank, National Association",5,713990,Limited  Liability Company(LLC),"Capital Bank, National Association",68803.45,08/30/2021
4220828501,02/25/2021,MG & VF LLC,8643 Sudley Rd,Manassas,VA,20110-4588,04/20/2022,Paid in Full,67900,67900,MainStreet Bank,12,722513,Limited  Liability Company(LLC),MainStreet Bank,68612.48,03/24/2022
4551467106,04/13/2020,"LOUDOUN THERAPEUTIC RIDING FOUNDATION, INC.",41580 SUNDAY MORNING LN,LEESBURG,VA,20176-7847,11/11/2021,Paid in Full,67900,67900,Atlantic Union Bank,11,813410,Non-Profit Organization,Atlantic Union Bank,68786.47,08/05/2021
4720408304,01/23/2021,THE CATERING PLACE INC.,2109 Holland Rd Ste A,Suffolk,VA,23434-6771,09/21/2021,Paid in Full,67900,67900,TowneBank,20,722320,Corporation,TowneBank,68264.02,08/11/2021
4931468409,02/07/2021,AUTRY & ASSOCIATES FOODSERVICE INC,675 Gloucester Rd,Saluda,VA,23149,,Exemption 4,67900,67900,Primis Bank,7,424490,Subchapter S Corporation,Primis Bank,,
5627487201,04/27/2020,NELLIS GROUP ENTERPRISES INC,116 N PATRICK ST,ALEXANDRIA,VA,22314-3025,01/14/2021,Paid in Full,67900,67900,United Bank,19,531210,Subchapter S Corporation,United Bank,68350.78,12/31/2020
6554967010,04/07/2020,TWO CAPITOLS CONSULTING LLC,4103 Park Avenue,RICHMOND,VA,23221-1121,02/11/2021,Paid in Full,67900,67900,Atlantic Union Bank,4,541990,Limited  Liability Company(LLC),Atlantic Union Bank,55548.75,12/28/2020
6669138810,04/20/2021,POUNCEY TRACT COLLISION INC,15440 Pouncey Tract Rd,Rockville,VA,23146-1902,10/15/2022,Paid in Full,67900,67900,Primis Bank,8,811121,Corporation,Primis Bank,68839.44,09/14/2022
7251387010,04/07/2020,"STEWART FAMILY DENTISTRY, PC",530 East MAIN ST Suite 500,RICHMOND,VA,23219-2400,05/12/2021,Paid in Full,67900,67900,Atlantic Union Bank,6,621210,Corporation,Atlantic Union Bank,68562.02,04/08/2021
7361397210,04/28/2020,"DJ'S TRUCK PARTS, INC.",214 SECOND STREET SW,COEBURN,VA,24230,05/22/2021,Paid in Full,67900,67900,Miners Exchange Bank,7,423120,Subchapter S Corporation,Miners Exchange Bank,68216.87,10/14/2020
7604617210,04/28/2020,AUTRY & ASSOCIATES FOODSERVICE INC,P.O. Box 230 675 Gloucester Road,Saluda,VA,23149,06/10/2021,Paid in Full,67900,67900,Primis Bank,7,424490,Subchapter S Corporation,Primis Bank,68599.46,05/17/2021
8026267203,04/28/2020,EVIDENCE BASED CLASSROOM SOLUTIONS LLC,1054 Rivermont Terrace,LYNCHBURG,VA,24503,03/16/2021,Paid in Full,67900,67900,Bank of the James,9,611110,Limited  Liability Company(LLC),Bank of the James,68304.38,02/16/2021
8068678300,01/29/2021,ALESIA W. GRIFFIN MD PC,1413 Kempsville Rd,Chesapeake,VA,23320-8134,10/14/2021,Paid in Full,67900,67900,TowneBank,6,621111,Subchapter S Corporation,TowneBank,68280.99,09/08/2021
8331977200,04/28/2020,POUNCEY TRACT COLLISION INC,15440 POUNCEY TRACT ROAD,ROCKVILLE,VA,23146,08/14/2021,Paid in Full,67900,67900,Primis Bank,7,811198,Corporation,Primis Bank,68657.13,06/10/2021
8370128300,01/29/2021,OLIVIA HART DDS PLLC,10446 Ridgefield Pkwy,Richmond,VA,23233-3544,11/13/2021,Paid in Full,67900,67900,First-Citizens Bank & Trust Company,4,621210,Limited  Liability Company(LLC),First-Citizens Bank & Trust Company,68392.97,10/26/2021
9007687210,04/28/2020,COMMUNITY CHURCH OF CHESAPEAKE,253 St. Lukes Church Rd,CHESAPEAKE,VA,23320,03/13/2021,Paid in Full,67900,67900,TowneBank,11,813110,Non-Profit Organization,TowneBank,68426.22,02/03/2021
9512288401,02/17/2021,PRESTIGE AUTO GROUP LLC,4125 Portsmouth Blvd,Portsmouth,VA,23701-2915,10/13/2022,Paid in Full,67900,67900,TowneBank,5,441120,Limited  Liability Company(LLC),TowneBank,68980.74,09/15/2022
9729157206,04/28/2020,"CP MCMANUS MD & RP MCMANUS MD, LTD",2525 10th St N,ARLINGTON,VA,22201-1956,09/14/2021,Paid in Full,67900,67900,United Bank,4,621111,Corporation,United Bank,68782.7,08/26/2021
9880447006,04/09/2020,"STEPHEN'S AUTOMOTIVE, LLC",Lanier Rd.,ROCKVILLE,VA,23146-2225,04/10/2021,Paid in Full,67900,67900,Village Bank,7,238910,Limited  Liability Company(LLC),Village Bank,68501.67,03/15/2021
9998557010,04/09/2020,"INTEGRITY & TECNOLOGY, LLC",660 Hunters Place Ste B12,CHARLOTTESVILLE,VA,22911-7900,05/08/2021,Paid in Full,67900,67900,Virginia National Bank,7,541519,Limited  Liability Company(LLC),Virginia National Bank,68563.91,04/02/2021
